symbol,window_index,p99_upper,p95_upper,p90_upper,placebo_mean,p90_lower,p95_lower,p99_lower,n,actual_median_price_change
DFII10,-1,0.1100000000000001,0.08500000000000008,0.07499999999999996,5.109999999999946e-4,-0.06999999999999984,-0.07999999999999996,-0.10000000000000009,5000,-0.04999999999999982
DFII10,0,0.10999999999999999,0.09000000000000008,0.07500000000000007,8.480000000000092e-4,-0.06499999999999995,-0.07500000000000007,-0.09999999999999987,5000,-0.06000000000000005
DFII10,1,0.1200000000000001,0.09000000000000008,0.07499999999999996,-0.0029329999999999964,-0.06999999999999995,-0.08000000000000007,-0.10999999999999988,5000,-0.08000000000000007
DFII10,2,0.13000000000000012,0.09499999999999997,0.07999999999999996,-0.004263000000000003,-0.07999999999999985,-0.08500000000000019,-0.10499999999999998,5000,-0.10999999999999988
DFII10,3,0.13502500000000064,0.09499999999999997,0.07999999999999996,-0.0030839999999999965,-0.07500000000000007,-0.08999999999999986,-0.10999999999999988,5000,-0.11499999999999999
DFII10,4,0.14002500000000068,0.10499999999999998,0.08999999999999997,-0.004407000000000002,-0.07500000000000007,-0.08999999999999986,-0.10000000000000009,5000,-0.09499999999999986
DFII10,5,0.14000000000000012,0.10999999999999988,0.08999999999999997,-0.0011060000000000056,-0.07500000000000007,-0.08999999999999986,-0.1100000000000001,5000,-0.07000000000000006
DFII10,6,0.14000000000000012,0.10999999999999988,0.09500000000000008,2.960000000000006e-4,-0.07999999999999985,-0.08999999999999986,-0.12,5000,-0.06999999999999995
DFII10,7,0.14500000000000002,0.1100000000000001,0.09000000000000008,0.002891,-0.07500000000000007,-0.08999999999999986,-0.1100000000000001,5000,-0.08999999999999997
DFII10,8,0.14002500000000068,0.1150000000000001,0.09999999999999998,0.0026189999999999946,-0.07999999999999985,-0.08999999999999986,-0.12,5000,-0.06000000000000005
DFII10,9,0.1499999999999999,0.125,0.10000000000000009,0.003860000000000002,-0.07999999999999996,-0.0900000000000003,-0.11999999999999988,5000,-0.07000000000000006
DFII10,10,0.15999999999999992,0.12499999999999989,0.10999999999999999,0.005479000000000006,-0.08000000000000007,-0.10000000000000009,-0.1299999999999999,5000,-0.03000000000000002
DFII10,11,0.16000000000000003,0.135,0.11499999999999999,0.006651,-0.09000000000000008,-0.10000000000000009,-0.13000000000000012,5000,-0.05000000000000004
DFII10,12,0.18000000000000005,0.13012499999999852,0.10999999999999999,0.008289,-0.09000000000000008,-0.10499999999999998,-0.14002500000000012,5000,-0.04000000000000003
DFII10,13,0.18000000000000005,0.1449999999999999,0.1200000000000001,0.011587000000000004,-0.10000000000000009,-0.11999999999999968,-0.1399999999999999,5000,-0.04999999999999982
DFII10,14,0.17999999999999994,0.14500000000000013,0.1250000000000001,0.014390000000000005,-0.09000000000000008,-0.11000000000000021,-0.1499999999999999,5000,-0.08000000000000007
DFII10,15,0.19502500000000048,0.15000000000000013,0.13,0.013782,-0.0950000000000002,-0.11499999999999999,-0.1499999999999999,5000,-0.10999999999999988
DFII20,-15,0,0,0,0,0,0,0,5000,0
DFII20,-14,0.029999999999999805,0.020000000000000018,0.020000000000000018,-3.7199999999999083e-4,-0.020000000000000018,-0.020000000000000018,-0.025000000000000022,5000,0.01000000000000023
DFII20,-13,0.040000000000000036,0.030000000000000027,0.029999999999999805,0.0026750000000000133,-0.020000000000000018,-0.029999999999999805,-0.039999999999999813,5000,0.00999999999999978
DFII20,-12,0.040000000000000036,0.030000000000000138,0.029999999999999805,0.0017910000000000048,-0.025000000000000133,-0.030000000000000027,-0.04002500000000003,5000,0.01
DFII20,-11,0.05500000000000005,0.040000000000000036,0.039999999999999813,0.004392999999999998,-0.02999999999999981,-0.03500000000000014,-0.04999999999999993,5000,-0.0299999999999998
DFII20,-10,0.06000000000000005,0.050000000000000044,0.04499999999999982,0.006985000000000002,-0.030000000000000027,-0.040000000000000036,-0.050000000000000044,5000,-0.02000000000000001
DFII20,-9,0.06999999999999984,0.05500000000000005,0.04999999999999982,0.006599000000000004,-0.03499999999999992,-0.040000000000000036,-0.06000000000000005,5000,0
DFII20,-8,0.07500000000000007,0.06000000000000005,0.050000000000000044,0.005975999999999992,-0.040000000000000036,-0.04999999999999982,-0.06000000000000005,5000,0.00999999999999978
DFII20,-7,0.08000000000000007,0.06000000000000005,0.050000000000000044,0.0052469999999999895,-0.040000000000000036,-0.050000000000000044,-0.06999999999999984,5000,-0.00999999999999978
DFII20,-6,0.0900000000000003,0.07000000000000006,0.06000000000000005,0.007381999999999995,-0.040000000000000036,-0.050000000000000044,-0.06999999999999984,5000,-0.03000000000000025
DFII20,-5,0.09999999999999987,0.07500000000000018,0.06500000000000006,0.009209,-0.040000000000000036,-0.05499999999999983,-0.07000000000000006,5000,-0.01
DFII20,-4,0.09999999999999987,0.07499999999999996,0.06500000000000006,0.010967999999999995,-0.04499999999999993,-0.05499999999999994,-0.07499999999999996,5000,0.04000000000000003
DFII20,-3,0.09500000000000008,0.08000000000000007,0.07000000000000006,0.01260399999999999,-0.04999999999999982,-0.05999999999999983,-0.08000000000000007,5000,0
DFII20,-2,0.10000000000000009,0.08000000000000007,0.07000000000000006,0.01138699999999998,-0.04999999999999982,-0.06000000000000005,-0.08000000000000007,5000,-0.07000000000000028
DFII20,-1,0.10000000000000009,0.08000000000000007,0.06999999999999995,0.010757999999999983,-0.050000000000000266,-0.06012500000000022,-0.08000000000000007,5000,-0.05999999999999961
DFII20,0,0.10999999999999988,0.08000000000000007,0.07000000000000006,0.012053999999999999,-0.050000000000000266,-0.06000000000000005,-0.08499999999999974,5000,-0.06999999999999984
DFII20,1,0.1100000000000001,0.08000000000000007,0.07000000000000028,0.009160000000000005,-0.05500000000000016,-0.06999999999999984,-0.08999999999999986,5000,-0.06999999999999984
DFII20,2,0.11999999999999988,0.09499999999999997,0.08000000000000007,0.007567999999999998,-0.05499999999999983,-0.06499999999999995,-0.08000000000000007,5000,-0.08999999999999986
DFII20,3,0.12,0.09999999999999998,0.08000000000000007,0.007840000000000005,-0.050000000000000266,-0.06499999999999995,-0.08000000000000007,5000,-0.11499999999999988
DFII20,4,0.13,0.10000000000000009,0.08999999999999986,0.008417000000000006,-0.05999999999999962,-0.06500000000000006,-0.08999999999999986,5000,-0.07999999999999985
DFII20,5,0.14,0.10999999999999999,0.09000000000000008,0.010104000000000002,-0.06000000000000005,-0.06999999999999984,-0.08999999999999986,5000,-0.06999999999999984
DFII20,6,0.14,0.11012499999999849,0.08999999999999986,0.011785000000000004,-0.050000000000000266,-0.06499999999999984,-0.08499999999999996,5000,-0.050000000000000044
DFII20,7,0.1399999999999998,0.11000000000000011,0.09499999999999986,0.012462000000000003,-0.05499999999999983,-0.06012500000000011,-0.08499999999999996,5000,-0.04499999999999993
DFII20,8,0.14000000000000012,0.12012499999999829,0.10000000000000009,0.012241000000000004,-0.05499999999999972,-0.06500000000000006,-0.08000000000000007,5000,-0.05000000000000004
DFII20,9,0.15000000000000013,0.1299999999999999,0.10999999999999988,0.013523000000000002,-0.04999999999999993,-0.06000000000000005,-0.08999999999999986,5000,-0.06000000000000005
DFII20,10,0.1599999999999997,0.1250000000000001,0.1100000000000001,0.015603999999999996,-0.04999999999999993,-0.06000000000000005,-0.08999999999999986,5000,-0.04000000000000003
DFII20,11,0.15500000000000003,0.13,0.11499999999999999,0.016653999999999995,-0.05500000000000005,-0.06500000000000017,-0.08500000000000019,5000,-0.03000000000000002
DFII20,12,0.15999999999999992,0.1299999999999999,0.10999999999999988,0.018383999999999987,-0.06000000000000005,-0.06999999999999984,-0.08999999999999997,5000,-0.08000000000000007
DFII20,13,0.16999999999999993,0.13,0.11000000000000032,0.020614999999999998,-0.06000000000000005,-0.07000000000000028,-0.10000000000000009,5000,-0.08999999999999986
DFII20,14,0.17000000000000015,0.14000000000000012,0.11499999999999999,0.02368399999999999,-0.06000000000000005,-0.07000000000000028,-0.09999999999999998,5000,-0.08999999999999986
DFII20,15,0.1850250000000006,0.1449999999999999,0.12,0.024456999999999996,-0.06000000000000005,-0.08000000000000007,-0.10000000000000009,5000,-0.07000000000000006
DFII30,-15,0,0,0,0,0,0,0,5000,0
DFII30,-14,0.025000000000000022,0.020000000000000018,0.020000000000000018,3.430000000000006e-4,-0.019999999999999796,-0.020000000000000018,-0.020000000000000018,5000,0.01000000000000023
DFII30,-13,0.040000000000000036,0.030000000000000027,0.029999999999999805,0.0037609999999999944,-0.020000000000000018,-0.02499999999999991,-0.03500000000000003,5000,0
DFII30,-12,0.04499999999999993,0.03000000000000025,0.029999999999999805,0.00268000000000002,-0.020000000000000018,-0.029999999999999805,-0.040000000000000036,5000,0.00999999999999978
DFII30,-11,0.05999999999999961,0.040000000000000036,0.030250000000001137,0.0057809999999999945,-0.025000000000000133,-0.03000000000000025,-0.040000000000000036,5000,-0.02000000000000001
DFII30,-10,0.06000000000000005,0.04999999999999993,0.04499999999999971,0.008386999999999986,-0.02499999999999991,-0.030000000000000027,-0.04999999999999982,5000,-0.02000000000000001
DFII30,-9,0.06999999999999995,0.05999999999999983,0.04999999999999982,0.007865000000000002,-0.030000000000000027,-0.03500000000000014,-0.050000000000000155,5000,0
DFII30,-8,0.07000000000000028,0.06000000000000005,0.050000000000000044,0.008244999999999992,-0.03000000000000025,-0.040000000000000036,-0.05500000000000005,5000,0
DFII30,-7,0.07999999999999996,0.06000000000000005,0.050000000000000044,0.00816399999999999,-0.03499999999999992,-0.040000000000000036,-0.06002500000000005,5000,0
DFII30,-6,0.08499999999999996,0.06999999999999984,0.06000000000000005,0.010840999999999993,-0.03499999999999992,-0.040000000000000036,-0.05999999999999983,5000,-0.03000000000000025
DFII30,-5,0.09000000000000019,0.07500000000000007,0.06499999999999995,0.012435000000000002,-0.03500000000000003,-0.044999999999999936,-0.06000000000000005,5000,-0.04000000000000003
