symbol,window_index,median_price_change,median_abs_price_change
DFII5,0,-0.08000000000000007,0.13500000000000012
DFII5,1,-0.1100000000000001,0.14000000000000012
DFII5,2,-0.1200000000000001,0.125
DFII5,3,-0.11999999999999988,0.15000000000000002
DFII5,4,-0.06499999999999995,0.14500000000000002
DFII5,5,-0.08499999999999996,0.135
DFII5,6,-0.04499999999999993,0.20500000000000007
DFII5,7,-0.06999999999999984,0.19499999999999984
DFII5,8,-0.014999999999999902,0.18000000000000005
DFII5,9,-0.009999999999999787,0.18499999999999994
DFII5,10,0,0.2350000000000001
DFII5,11,-0.004999999999999893,0.245
DFII5,12,-0.020000000000000018,0.2150000000000002
DFII5,13,-0.030000000000000027,0.24
DFII5,14,-0.08500000000000008,0.22499999999999998
DFII5,15,-0.09000000000000019,0.20000000000000007
DGS1,-15,0,0
DGS1,-14,0,0.020000000000000462
DGS1,-13,0,0.040000000000000036
DGS1,-12,0.020000000000000018,0.04999999999999982
DGS1,-11,0.009999999999999787,0.03000000000000025
DGS1,-10,0,0.05000000000000071
DGS1,-9,0.009999999999999787,0.03500000000000014
DGS1,-8,0.004999999999999893,0.04999999999999982
DGS1,-7,0,0.04499999999999993
DGS1,-6,-0.020000000000000462,0.05500000000000016
DGS1,-5,0.02499999999999991,0.08499999999999996
DGS1,-4,-0.004999999999999893,0.0950000000000002
DGS1,-3,0.010000000000000231,0.10999999999999943
DGS1,-2,-0.04500000000000037,0.12499999999999956
DGS1,-1,-0.05999999999999961,0.125
DGS1,0,-0.09999999999999964,0.14499999999999957
DGS1,1,-0.09999999999999964,0.125
DGS1,2,-0.08999999999999986,0.11500000000000021
DGS1,3,-0.08000000000000007,0.10000000000000053
DGS1,4,-0.07500000000000018,0.09499999999999975
DGS1,5,-0.04500000000000037,0.1200000000000001
DGS1,6,-0.06000000000000005,0.14000000000000012
DGS1,7,-0.06999999999999984,0.1599999999999997
DGS1,8,-0.06999999999999984,0.20999999999999996
DGS1,9,-0.08499999999999996,0.21499999999999986
DGS1,10,-0.0699999999999994,0.19999999999999973
DGS1,11,-0.08999999999999986,0.2250000000000001
DGS1,12,-0.10999999999999988,0.1900000000000004
DGS1,13,-0.10999999999999988,0.20000000000000018
DGS1,14,-0.10999999999999988,0.20999999999999996
DGS1,15,-0.1349999999999998,0.20500000000000007
DGS10,-15,0,0
DGS10,-14,0,0.025000000000000133
DGS10,-13,-0.025000000000000355,0.054999999999999716
DGS10,-12,0.004999999999999893,0.039999999999999813
DGS10,-11,-0.025000000000000133,0.050000000000000266
DGS10,-10,-0.03000000000000025,0.05999999999999961
DGS10,-9,-0.0050000000000003375,0.08499999999999996
DGS10,-8,0.015000000000000124,0.1299999999999999
DGS10,-7,-0.0050000000000001155,0.11000000000000032
DGS10,-6,0.014999999999999902,0.11000000000000032
DGS10,-5,0.010000000000000231,0.15000000000000036
DGS10,-4,0.029999999999999805,0.14500000000000002
DGS10,-3,-0.020000000000000018,0.1900000000000004
DGS10,-2,-0.12500000000000022,0.17999999999999972
DGS10,-1,-0.125,0.20499999999999985
DGS10,0,-0.1349999999999998,0.17999999999999994
DGS10,1,-0.135,0.20999999999999996
DGS10,2,-0.13999999999999968,0.2250000000000001
DGS10,3,-0.17999999999999994,0.2150000000000003
DGS10,4,-0.15500000000000003,0.20999999999999996
DGS10,5,-0.1349999999999998,0.20499999999999985
DGS10,6,-0.10499999999999998,0.22999999999999998
DGS10,7,-0.1599999999999997,0.23499999999999988
DGS10,8,-0.125,0.2250000000000001
DGS10,9,-0.14500000000000002,0.22999999999999998
DGS10,10,-0.09000000000000008,0.26000000000000023
DGS10,11,-0.05499999999999994,0.28000000000000025
DGS10,12,-0.07500000000000018,0.27500000000000013
DGS10,13,-0.10000000000000009,0.27
DGS10,14,-0.10499999999999998,0.31000000000000005
DGS10,15,-0.06999999999999984,0.355
DGS20,-15,0,0
DGS20,-14,0,0.03000000000000025
DGS20,-13,-0.03000000000000025,0.04999999999999982
DGS20,-12,0,0.029999999999999805
DGS20,-11,-0.02499999999999969,0.054999999999999716
DGS20,-10,-0.03000000000000025,0.06999999999999984
DGS20,-9,-0.01499999999999968,0.07499999999999929
DGS20,-8,-0.020000000000000018,0.11499999999999977
DGS20,-7,-0.024999999999999467,0.10000000000000009
DGS20,-6,-0.014999999999999902,0.09499999999999975
DGS20,-5,-0.009999999999999787,0.14499999999999957
DGS20,-4,-0.009999999999999787,0.1200000000000001
DGS20,-3,-0.03000000000000025,0.16999999999999993
DGS20,-2,-0.1299999999999999,0.18999999999999995
DGS20,-1,-0.09999999999999964,0.18000000000000016
DGS20,0,-0.11499999999999977,0.14500000000000002
DGS20,1,-0.1349999999999998,0.18999999999999995
DGS20,2,-0.1299999999999999,0.23999999999999977
DGS20,3,-0.1649999999999996,0.22999999999999998
DGS20,4,-0.1499999999999999,0.18500000000000005
DGS20,5,-0.125,0.1549999999999998
DGS20,6,-0.10999999999999988,0.17999999999999972
DGS20,7,-0.11500000000000021,0.20999999999999996
DGS20,8,-0.10499999999999998,0.21499999999999986
DGS20,9,-0.14499999999999957,0.1899999999999995
DGS20,10,-0.10499999999999954,0.19500000000000006
DGS20,11,-0.06999999999999984,0.21999999999999975
DGS20,12,-0.10000000000000009,0.2250000000000001
DGS20,13,-0.11999999999999966,0.23999999999999977
DGS20,14,-0.16000000000000014,0.26000000000000023
DGS20,15,-0.11999999999999966,0.29499999999999993
DGS30,-15,0,0
DGS30,-14,0.004999999999999893,0.03500000000000014
DGS30,-13,-0.020000000000000018,0.05500000000000016
DGS30,-12,-0.01499999999999968,0.04499999999999993
DGS30,-11,-0.04499999999999993,0.06000000000000005
DGS30,-10,-0.040000000000000036,0.08000000000000007
DGS30,-9,-0.009999999999999787,0.07000000000000028
DGS30,-8,-2.220446049250313e-16,0.050000000000000266
DGS30,-7,-0.04499999999999993,0.09499999999999975
DGS30,-6,-0.05999999999999983,0.08000000000000052
DGS30,-5,-0.04999999999999982,0.135
DGS30,-4,-0.040000000000000036,0.10499999999999976
DGS30,-3,-0.07000000000000006,0.15999999999999992
DGS30,-2,-0.09000000000000008,0.1800000000000006
DGS30,-1,-0.08000000000000007,0.17500000000000004
DGS30,0,-0.0950000000000002,0.13500000000000045
DGS30,1,-0.11500000000000021,0.17499999999999982
DGS30,2,-0.125,0.2200000000000002
DGS30,3,-0.14500000000000024,0.20999999999999996
DGS30,4,-0.1299999999999999,0.18999999999999995
DGS30,5,-0.11000000000000032,0.15999999999999992
DGS30,6,-0.10000000000000031,0.18500000000000005
DGS30,7,-0.13500000000000023,0.2000000000000004
DGS30,8,-0.1200000000000001,0.2150000000000003
DGS30,9,-0.11999999999999966,0.19999999999999973
DGS30,10,-0.06000000000000005,0.20000000000000018
DGS30,11,-0.0349999999999997,0.20500000000000007
DGS30,12,-0.07000000000000028,0.22499999999999987
DGS30,13,-0.10499999999999954,0.25000000000000044
DGS30,14,-0.1499999999999999,0.27
DGS30,15,-0.10000000000000009,0.28500000000000036
DGS5,-15,0,0
DGS5,-14,-0.004999999999999893,0.03000000000000025
DGS5,-13,-0.025000000000000355,0.04499999999999993
DGS5,-12,0.03000000000000025,0.04499999999999993
DGS5,-11,0.009999999999999787,0.04499999999999993
DGS5,-10,-0.009999999999999787,0.04499999999999993
DGS5,-9,0.02499999999999991,0.10999999999999943
DGS5,-8,-0.0050000000000003375,0.16000000000000014
DGS5,-7,0.0050000000000003375,0.13999999999999968
DGS5,-6,0.02499999999999969,0.13999999999999968
DGS5,-5,0.040000000000000036,0.17999999999999972
DGS5,-4,0.0499999999999996,0.17999999999999972
DGS5,-3,0.01499999999999968,0.16500000000000004
DGS5,-2,-0.1449999999999998,0.18999999999999995
DGS5,-1,-0.15000000000000036,0.23499999999999988
DGS5,0,-0.16000000000000014,0.21999999999999975
DGS5,1,-0.16999999999999993,0.2699999999999996
DGS5,2,-0.16500000000000004,0.23499999999999988
DGS5,3,-0.17500000000000027,0.2649999999999997
DGS5,4,-0.15000000000000036,0.22499999999999964
DGS5,5,-0.13500000000000023,0.29000000000000004
DGS5,6,-0.1200000000000001,0.29000000000000004
DGS5,7,-0.18999999999999995,0.30000000000000027
DGS5,8,-0.13500000000000068,0.25
DGS5,9,-0.1649999999999998,0.2749999999999999
DGS5,10,-0.14000000000000012,0.3150000000000004
DGS5,11,-0.1100000000000001,0.31000000000000005
DGS5,12,-0.125,0.31999999999999984
DGS5,13,-0.13500000000000068,0.29499999999999993
DGS5,14,-0.135,0.2799999999999998
DGS5,15,-0.10500000000000043,0.33000000000000007
