symbol,window_index,p99_upper,p95_upper,p90_upper,placebo_mean,p90_lower,p95_lower,p99_lower,n,actual_median_abs_price_change
DFII30,8,0.24,0.2100000000000002,0.20000000000000015,0.13806600000000002,0.08000000000000007,0.06999999999999995,0.05499999999999994,5000,0.15000000000000013
DFII30,9,0.25,0.21512499999999837,0.20000000000000015,0.14370800000000003,0.08499999999999996,0.07499999999999984,0.06000000000000005,5000,0.125
DFII30,10,0.25,0.2200000000000002,0.20500000000000007,0.15002900000000002,0.09000000000000008,0.08000000000000007,0.06500000000000006,5000,0.14500000000000002
DFII30,11,0.25,0.23,0.21999999999999997,0.15591800000000003,0.09499999999999996,0.08500000000000019,0.07000000000000006,5000,0.14500000000000002
DFII30,12,0.26000000000000023,0.23999999999999988,0.2200000000000002,0.15903,0.09999999999999988,0.08999999999999986,0.06999999999999984,5000,0.1449999999999998
DFII30,13,0.27,0.2400000000000002,0.23,0.16066000000000003,0.09974999999999976,0.08999999999999986,0.06500000000000017,5000,0.16000000000000014
DFII30,14,0.2849999999999999,0.25,0.2300000000000002,0.162412,0.0900000000000003,0.08999999999999986,0.07000000000000006,5000,0.17000000000000015
DFII30,15,0.28,0.2500000000000002,0.2350000000000002,0.16714900000000002,0.10000000000000007,0.08999999999999986,0.06000000000000005,5000,0.19000000000000017
DFII5,-15,0,0,0,0,0,0,0,5000,0
DFII5,-14,0.06999999999999984,0.06000000000000005,0.05500000000000005,0.038114999999999996,0.02000000000000001,0.02000000000000001,0.019974999999999795,5000,0.024999999999999904
DFII5,-13,0.09999999999999988,0.08500000000000008,0.08000000000000007,0.054622000000000004,0.03000000000000002,0.03000000000000002,0.02499999999999991,5000,0.03499999999999991
DFII5,-12,0.115,0.10000000000000007,0.09500000000000008,0.06716600000000002,0.04000000000000003,0.03500000000000014,0.0299999999999998,5000,0.06500000000000006
DFII5,-11,0.14,0.12,0.1100000000000001,0.07861500000000002,0.05000000000000004,0.04000000000000003,0.04000000000000003,5000,0.05500000000000005
DFII5,-10,0.1449999999999999,0.13000000000000012,0.1250000000000001,0.08690800000000003,0.05499999999999994,0.05000000000000004,0.04000000000000003,5000,0.04499999999999993
DFII5,-9,0.15500000000000025,0.1399999999999999,0.13,0.09108400000000003,0.05000000000000004,0.04500000000000004,0.03999999999999981,5000,0.07999999999999996
DFII5,-8,0.17000000000000015,0.15999999999999992,0.1499999999999999,0.09647900000000002,0.05500000000000005,0.05000000000000004,0.039974999999999816,5000,0.08999999999999986
DFII5,-7,0.17999999999999994,0.15999999999999992,0.14500000000000002,0.10096500000000001,0.06000000000000005,0.05999999999999983,0.049974999999999825,5000,0.09499999999999997
DFII5,-6,0.19499999999999995,0.16999999999999993,0.15499999999999992,0.10459900000000003,0.06000000000000005,0.05499999999999994,0.04000000000000014,5000,0.08500000000000008
DFII5,-5,0.19999999999999984,0.17000000000000015,0.16000000000000014,0.11223000000000001,0.06999999999999984,0.06000000000000005,0.049974999999999825,5000,0.10499999999999998
DFII5,-4,0.2150250000000005,0.18999999999999995,0.17000000000000015,0.120099,0.07000000000000028,0.06500000000000006,0.05000000000000004,5000,0.13000000000000012
DFII5,-3,0.21999999999999997,0.19999999999999996,0.18999999999999972,0.127633,0.07500000000000007,0.06500000000000006,0.05497499999999995,5000,0.1299999999999999
DFII5,-2,0.23,0.20000000000000007,0.18999999999999995,0.135917,0.08500000000000008,0.07999999999999996,0.06000000000000005,5000,0.1050000000000001
DFII5,-1,0.23999999999999977,0.21499999999999997,0.20000000000000007,0.141594,0.09000000000000008,0.08000000000000007,0.06999999999999995,5000,0.14
DFII5,0,0.24499999999999988,0.21999999999999997,0.21000000000000008,0.14777,0.09000000000000008,0.08999999999999986,0.07000000000000028,5000,0.13500000000000012
DFII5,1,0.2599999999999998,0.23499999999999988,0.21999999999999983,0.158051,0.10000000000000007,0.09000000000000008,0.07999999999999996,5000,0.14000000000000012
DFII5,2,0.27,0.24,0.23,0.164954,0.1050000000000001,0.09500000000000008,0.07500000000000007,5000,0.125
DFII5,3,0.27000000000000013,0.25,0.235,0.17200800000000002,0.10999999999999988,0.10000000000000007,0.08499999999999996,5000,0.15000000000000002
DFII5,4,0.28500000000000003,0.2599999999999999,0.24,0.173691,0.115,0.10000000000000007,0.08499999999999996,5000,0.14500000000000002
DFII5,5,0.29999999999999993,0.2699999999999998,0.25,0.178982,0.1100000000000001,0.09999999999999998,0.07497499999999985,5000,0.135
DFII5,6,0.30499999999999994,0.2749999999999999,0.26,0.183664,0.10000000000000007,0.0900000000000003,0.07497499999999996,5000,0.20500000000000007
DFII5,7,0.30000000000000004,0.28,0.2649999999999999,0.18476,0.10499999999999998,0.09000000000000008,0.07999999999999985,5000,0.19499999999999984
DFII5,8,0.32000000000000006,0.28500000000000003,0.27,0.18576,0.10499999999999998,0.09000000000000008,0.07000000000000006,5000,0.18000000000000005
DFII5,9,0.32999999999999985,0.29000000000000004,0.275,0.193254,0.10999999999999988,0.09999999999999988,0.08000000000000007,5000,0.18499999999999994
DFII5,10,0.33000000000000007,0.30000000000000004,0.28000000000000025,0.20225100000000001,0.12499999999999988,0.1100000000000001,0.09000000000000008,5000,0.2350000000000001
DFII5,11,0.33000000000000007,0.30000000000000027,0.29000000000000004,0.21057,0.135,0.1200000000000001,0.09497499999999987,5000,0.245
DFII5,12,0.33999999999999986,0.31000000000000005,0.29500000000000004,0.218975,0.1399999999999999,0.125,0.09000000000000008,5000,0.2150000000000002
DFII5,13,0.34999999999999987,0.31499999999999995,0.29999999999999993,0.22367700000000001,0.14500000000000002,0.1299999999999999,0.08999999999999997,5000,0.24
DFII5,14,0.35502500000000065,0.31999999999999995,0.30000000000000016,0.227514,0.14000000000000012,0.125,0.0950000000000002,5000,0.22499999999999998
DFII5,15,0.3599999999999999,0.32000000000000006,0.31000000000000005,0.22928600000000002,0.14500000000000002,0.13000000000000012,0.10000000000000007,5000,0.20000000000000007
DGS1,-15,0,0,0,0,0,0,0,5000,0
DGS1,-14,0.04999999999999982,0.04000000000000003,0.04000000000000003,0.02635500000000003,0.01000000000000067,0.00999999999999978,0.00999999999999978,5000,0.02000000000000046
DGS1,-13,0.0699999999999994,0.05999999999999961,0.05499999999999971,0.035412000000000006,0.02000000000000001,0.01999999999999957,0.01000000000000067,5000,0.04000000000000003
DGS1,-12,0.08499999999999996,0.07000000000000028,0.0699999999999994,0.04280900000000002,0.02500000000000035,0.02000000000000046,0.01999999999999957,5000,0.04999999999999982
DGS1,-11,0.10500000000000044,0.08999999999999986,0.08000000000000007,0.052044999999999994,0.03000000000000025,0.02500000000000035,0.02000000000000046,5000,0.03000000000000025
